"continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"Europe","United Kingdom",2022-06-05,22334971,44731,6390.143,199574,266,38,327591.6,656.079,93.726,2927.193,3.901,0.557,1.34,NA,NA,4912,72.761,NA,NA,3965,58.733,NA,NA,NA,NA,NA,NA,NA,NA,148687238,53505425,50025632,39782009,34738,35984,220.25,79.26,74.1,58.93,533,4705,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,137803.3,9.16,-17.4,2041.2601
"Europe","United Kingdom",2022-06-06,22334971,0,6390.143,199574,0,38,327591.6,0,93.726,2927.193,0,0.557,1.4,NA,NA,5102,75.575,NA,NA,4140,61.325,NA,NA,NA,NA,NA,NA,NA,NA,148722699,53508253,50030476,39792106,35461,33340,220.3,79.26,74.11,58.94,494,4142,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-07,22334971,0,6390.143,199574,0,38,327591.6,0,93.726,2927.193,0,0.557,1.4,NA,NA,5122,75.871,NA,NA,4270,63.251,NA,NA,NA,NA,NA,NA,NA,NA,148765227,53511588,50035307,39801945,42528,30783,220.36,79.27,74.12,58.96,456,3526,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-08,22334971,0,6390.143,199574,0,38,327591.6,0,93.726,2927.193,0,0.557,1.39,NA,NA,5109,75.679,NA,NA,4497,66.613,NA,NA,NA,NA,NA,NA,NA,NA,148813872,53516479,50041267,39812138,48645,30138,220.44,79.27,74.13,58.97,446,3229,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-09,22334971,0,6390.143,199574,0,38,327591.6,0,93.726,2927.193,0,0.557,1.39,NA,NA,5112,75.723,NA,NA,4742,70.243,NA,NA,NA,NA,NA,NA,NA,NA,148857231,53520040,50046479,39822258,43359,34011,220.5,79.28,74.13,58.99,504,3414,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-10,22334971,0,6390.143,199574,0,38,327591.6,0,93.726,2927.193,0,0.557,1.38,NA,NA,5310,78.656,NA,NA,4987,73.872,NA,NA,NA,NA,NA,NA,NA,NA,148899102,53523611,50052124,39832396,41871,39176,220.56,79.28,74.14,59,580,3776,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-11,22334971,0,6390.143,199574,0,38,327591.6,0,93.726,2927.193,0,0.557,1.38,NA,NA,5314,78.716,NA,NA,5156,76.375,NA,NA,NA,NA,NA,NA,NA,NA,148955243,53534960,50064052,39844694,56141,43249,220.65,79.3,74.16,59.02,641,4595,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-12,22409323,74352,10621.714,199832,258,36.857,328682.12,1090.536,155.791,2930.977,3.784,0.541,1.37,NA,NA,5485,81.249,NA,NA,5299,78.493,NA,NA,NA,NA,NA,NA,NA,NA,148981299,53539970,50069860,39850810,26056,42009,220.68,79.31,74.17,59.03,622,4935,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,139662.89,9.22,16.27,2068.806
"Europe","United Kingdom",2022-06-13,22409323,0,10621.714,199832,0,36.857,328682.12,0,155.791,2930.977,0,0.541,1.37,NA,NA,5752,85.204,NA,NA,5433,80.478,NA,NA,NA,NA,NA,NA,NA,NA,149011553,53542440,50074143,39859534,30254,41265,220.73,79.31,74.17,59.04,611,4884,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-14,22409323,0,10621.714,199832,0,36.857,328682.12,0,155.791,2930.977,0,0.541,1.36,NA,NA,5871,86.966,NA,NA,5651,83.707,NA,NA,NA,NA,NA,NA,NA,NA,149043966,53544617,50077673,39867967,32413,39820,220.78,79.31,74.18,59.06,590,4718,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-15,22409323,0,10621.714,199832,0,36.857,328682.12,0,155.791,2930.977,0,0.541,1.36,NA,NA,6054,89.677,NA,NA,5875,87.026,NA,NA,NA,NA,NA,NA,NA,NA,149080378,53547750,50082651,39876648,36412,38072,220.83,79.32,74.19,59.07,564,4467,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-16,22409323,0,10621.714,199832,0,36.857,328682.12,0,155.791,2930.977,0,0.541,1.35,NA,NA,6238,92.403,NA,NA,6102,90.388,NA,NA,NA,NA,NA,NA,NA,NA,149119037,53550779,50087828,39885565,38659,37401,220.89,79.32,74.19,59.08,554,4391,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-17,22409323,0,10621.714,199832,0,36.857,328682.12,0,155.791,2930.977,0,0.541,1.34,NA,NA,6320,93.617,NA,NA,6363,94.254,NA,NA,NA,NA,NA,NA,NA,NA,149153226,53554133,50092904,39893286,34189,36303,220.94,79.33,74.2,59.09,538,4360,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-18,22409323,0,10621.714,199832,0,36.857,328682.12,0,155.791,2930.977,0,0.541,1.33,NA,NA,6509,96.417,NA,NA,6598,97.735,NA,NA,NA,NA,NA,NA,NA,NA,149201470,53563682,50104669,39902770,48244,35175,221.01,79.34,74.22,59.11,521,4103,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-19,22505487,96164,13737.714,200131,299,42.714,330092.6,1410.457,201.494,2935.362,4.385,0.626,1.33,NA,NA,6805,100.801,NA,NA,6898,102.179,NA,NA,NA,NA,NA,NA,NA,NA,149223290,53568338,50111302,39907229,21820,34570,221.04,79.35,74.23,59.11,512,4053,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,141181.1,9.25,14.04,2091.295
"Europe","United Kingdom",2022-06-20,22505487,0,13737.714,200131,0,42.714,330092.6,0,201.494,2935.362,0,0.626,1.32,NA,NA,7167,106.164,NA,NA,7265,107.615,NA,NA,NA,NA,NA,NA,NA,NA,149323461,53570743,50116299,39914918,100171,44558,221.19,79.35,74.24,59.13,660,4043,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-21,22505487,0,13737.714,200131,0,42.714,330092.6,0,201.494,2935.362,0,0.626,1.3,NA,NA,7467,110.608,NA,NA,7704,114.118,NA,NA,NA,NA,NA,NA,NA,NA,149359041,53574096,50121410,39922882,35580,45011,221.24,79.36,74.24,59.14,667,4211,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-22,22505487,0,13737.714,200131,0,42.714,330092.6,0,201.494,2935.362,0,0.626,1.28,NA,NA,7759,114.933,NA,NA,8020,118.799,NA,NA,NA,NA,NA,NA,NA,NA,149397250,53577314,50126662,39931494,38209,45267,221.3,79.36,74.25,59.15,671,4223,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-23,22505487,0,13737.714,200131,0,42.714,330092.6,0,201.494,2935.362,0,0.626,1.27,NA,NA,8028,118.918,NA,NA,8472,125.494,NA,NA,NA,NA,NA,NA,NA,NA,149433668,53580414,50131750,39939745,36418,44947,221.35,79.37,74.26,59.16,666,4234,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-24,22505487,0,13737.714,200131,0,42.714,330092.6,0,201.494,2935.362,0,0.626,1.26,NA,NA,8450,125.169,NA,NA,8791,130.22,NA,NA,NA,NA,NA,NA,NA,NA,149470315,53584443,50137571,39948443,36647,45298,221.41,79.37,74.27,59.18,671,4330,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-25,22505487,0,13737.714,200131,0,42.714,330092.6,0,201.494,2935.362,0,0.626,1.24,NA,NA,8743,129.509,NA,NA,9085,134.575,NA,NA,NA,NA,NA,NA,NA,NA,149528186,53595992,50152182,39959878,57871,46674,221.49,79.39,74.29,59.19,691,4616,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-26,22635758,130271,18610.143,200511,380,54.286,332003.3,1910.711,272.959,2940.936,5.574,0.796,1.22,NA,NA,9315,137.982,NA,NA,9471,140.293,NA,NA,NA,NA,NA,NA,NA,NA,149554065,53601172,50160206,39965236,25879,47254,221.53,79.4,74.3,59.2,700,4691,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,142669.3,9.28,13.77,2113.3394
"Europe","United Kingdom",2022-06-27,22635758,0,18610.143,200511,0,54.286,332003.3,0,272.959,2940.936,0,0.796,1.21,NA,NA,9784,144.929,NA,NA,9881,146.366,NA,NA,NA,NA,NA,NA,NA,NA,149588027,53604096,50167076,39974219,33962,37795,221.58,79.4,74.31,59.21,560,4765,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-28,22635758,0,18610.143,200511,0,54.286,332003.3,0,272.959,2940.936,0,0.796,1.17,NA,NA,10123,149.951,NA,NA,10216,151.328,NA,NA,NA,NA,NA,NA,NA,NA,149625788,53607713,50174280,39982703,37761,38107,221.64,79.41,74.32,59.23,564,4802,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-29,22635758,0,18610.143,200511,0,54.286,332003.3,0,272.959,2940.936,0,0.796,1.13,NA,NA,10686,158.29,NA,NA,10698,158.468,NA,NA,NA,NA,NA,NA,NA,NA,149664930,53610838,50181319,39991722,39142,38240,221.7,79.41,74.33,59.24,566,4789,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-06-30,22635758,0,18610.143,200511,0,54.286,332003.3,0,272.959,2940.936,0,0.796,1.11,NA,NA,11087,164.23,NA,NA,11098,164.393,NA,NA,NA,NA,NA,NA,NA,NA,149760288,53614409,50189173,40000552,95358,46660,221.84,79.42,74.34,59.25,691,4856,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-01,22635758,0,18610.143,200511,0,54.286,332003.3,0,272.959,2940.936,0,0.796,1.08,NA,NA,11627,172.229,NA,NA,11314,167.593,NA,NA,NA,NA,NA,NA,NA,NA,149794315,53617742,50197191,40009120,34027,46286,221.89,79.42,74.36,59.26,686,4757,0.007,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-02,22635758,0,18610.143,200511,0,54.286,332003.3,0,272.959,2940.936,0,0.796,1.05,NA,NA,11932,176.747,NA,NA,11674,172.925,NA,NA,NA,NA,NA,NA,NA,NA,149844630,53625770,50217145,40018536,50315,45206,221.96,79.44,74.39,59.28,670,4254,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-03,22795972,160214,22887.714,201024,513,73.286,334353.2,2349.892,335.699,2948.46,7.524,1.075,1.01,NA,NA,12330,182.642,NA,NA,12175,180.346,NA,NA,NA,NA,NA,NA,NA,NA,149868716,53629719,50227780,40023211,24086,44950,222,79.44,74.4,59.29,666,4078,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,143799.1,9.29,10.55,2130.075
"Europe","United Kingdom",2022-07-04,22795972,0,22887.714,201024,0,73.286,334353.2,0,335.699,2948.46,0,1.075,0.97,NA,NA,13111,194.211,NA,NA,12671,187.694,NA,NA,NA,NA,NA,NA,NA,NA,149901038,53633264,50236358,40031422,32322,44716,222.05,79.45,74.41,59.3,662,4167,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-05,22795972,0,22887.714,201024,0,73.286,334353.2,0,335.699,2948.46,0,1.075,0.96,NA,NA,13588,201.277,NA,NA,13128,194.463,NA,NA,NA,NA,NA,NA,NA,NA,149934557,53636360,50244811,40039537,33519,44110,222.1,79.45,74.43,59.31,653,4092,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-06,22795972,0,22887.714,201024,0,73.286,334353.2,0,335.699,2948.46,0,1.075,0.95,NA,NA,14086,208.654,NA,NA,13486,199.766,NA,NA,NA,NA,NA,NA,NA,NA,149968871,53639145,50253743,40047875,34314,43420,222.15,79.45,74.44,59.32,643,4044,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-07,22795972,0,22887.714,201024,0,73.286,334353.2,0,335.699,2948.46,0,1.075,0.94,NA,NA,14482,214.52,NA,NA,13865,205.38,NA,NA,NA,NA,NA,NA,NA,NA,150004504,53642266,50263580,40056658,35633,34888,222.2,79.46,74.45,59.34,517,3980,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-08,22795972,0,22887.714,201024,0,73.286,334353.2,0,335.699,2948.46,0,1.075,0.94,NA,NA,14908,220.83,NA,NA,14240,210.935,NA,NA,NA,NA,NA,NA,NA,NA,150039542,53645571,50273702,40065223,35038,35032,222.25,79.46,74.47,59.35,519,3976,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-09,22795972,0,22887.714,201024,0,73.286,334353.2,0,335.699,2948.46,0,1.075,0.94,NA,NA,15091,223.541,NA,NA,14453,214.09,NA,NA,NA,NA,NA,NA,NA,NA,150090560,53652981,50297363,40074149,51018,35133,222.33,79.48,74.5,59.36,520,3887,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-10,22991595,195623,27946.143,201703,679,97,337222.44,2869.243,409.892,2958.419,9.959,1.423,0.94,NA,NA,15590,230.932,NA,NA,14549,215.512,NA,NA,NA,NA,NA,NA,NA,NA,150111688,53656588,50307273,40078099,21128,34710,222.36,79.48,74.52,59.37,514,3838,0.006,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,144858.1,9.29,10,2145.7617
"Europe","United Kingdom",2022-07-11,22991595,0,27946.143,201703,0,97,337222.44,0,409.892,2958.419,0,1.423,0.94,NA,NA,16065,237.968,NA,NA,14647,216.964,NA,NA,NA,NA,NA,NA,NA,NA,150137381,53658772,50314407,40085421,25693,33763,222.4,79.48,74.53,59.38,500,3644,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-12,22991595,0,27946.143,201703,0,97,337222.44,0,409.892,2958.419,0,1.423,0.95,NA,NA,16470,243.968,NA,NA,14678,217.423,NA,NA,NA,NA,NA,NA,NA,NA,150165388,53661307,50322245,40093177,28007,32976,222.44,79.49,74.54,59.39,488,3564,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-13,22991595,0,27946.143,201703,0,97,337222.44,0,409.892,2958.419,0,1.423,0.96,NA,NA,16602,245.923,NA,NA,14660,217.156,NA,NA,NA,NA,NA,NA,NA,NA,150195878,53664109,50330907,40101336,30490,32430,222.48,79.49,74.55,59.4,480,3566,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-14,22991595,0,27946.143,201703,0,97,337222.44,0,409.892,2958.419,0,1.423,0.98,NA,NA,16704,247.434,NA,NA,14479,214.475,NA,NA,NA,NA,NA,NA,NA,NA,150226878,53667074,50340119,40109619,31000,31768,222.53,79.5,74.57,59.41,471,3544,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-15,22991595,0,27946.143,201703,0,97,337222.44,0,409.892,2958.419,0,1.423,0.99,NA,NA,16831,249.315,NA,NA,14240,210.935,NA,NA,NA,NA,NA,NA,NA,NA,150257498,53669827,50349310,40117402,30620,31137,222.57,79.5,74.58,59.43,461,3465,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-16,22991595,0,27946.143,201703,0,97,337222.44,0,409.892,2958.419,0,1.423,1.01,NA,NA,16500,244.412,NA,NA,13975,207.01,NA,NA,NA,NA,NA,NA,NA,NA,150307641,53676598,50374082,40126319,50143,31012,222.65,79.51,74.62,59.44,459,3374,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-17,23158024,166429,23775.571,202576,873,124.714,339663.5,2441.048,348.721,2971.224,12.804,1.829,1.03,NA,NA,16602,245.923,NA,NA,13766,203.914,NA,NA,NA,NA,NA,NA,NA,NA,150327814,53679207,50383625,40130299,20173,30875,222.68,79.51,74.63,59.44,457,3231,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,146188.1,9.32,12.53,2165.463
"Europe","United Kingdom",2022-07-18,23158024,0,23775.571,202576,0,124.714,339663.5,0,348.721,2971.224,0,1.829,1.05,NA,NA,16747,248.071,NA,NA,13500,199.974,NA,NA,NA,NA,NA,NA,NA,NA,150347683,53680826,50389620,40136305,19869,30043,222.71,79.52,74.64,59.45,445,3151,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-19,23158024,0,23775.571,202576,0,124.714,339663.5,0,348.721,2971.224,0,1.829,1.07,NA,NA,16558,245.271,NA,NA,13330,197.455,NA,NA,NA,NA,NA,NA,NA,NA,150366313,53682329,50395333,40141657,18630,28704,222.74,79.52,74.65,59.46,425,3003,0.004,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-20,23158024,0,23775.571,202576,0,124.714,339663.5,0,348.721,2971.224,0,1.829,1.1,NA,NA,16254,240.768,NA,NA,13086,193.841,NA,NA,NA,NA,NA,NA,NA,NA,150393033,53684877,50403747,40149094,26720,28165,222.78,79.52,74.66,59.47,417,2967,0.004,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-21,23158024,0,23775.571,202576,0,124.714,339663.5,0,348.721,2971.224,0,1.829,1.09,NA,NA,16051,237.761,NA,NA,12769,189.145,NA,NA,NA,NA,NA,NA,NA,NA,150419214,53687795,50412478,40154930,26181,27477,222.81,79.53,74.68,59.48,407,2960,0.004,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-22,23158024,0,23775.571,202576,0,124.714,339663.5,0,348.721,2971.224,0,1.829,1.07,NA,NA,15796,233.984,NA,NA,12504,185.22,NA,NA,NA,NA,NA,NA,NA,NA,150449254,53691345,50424064,40161919,30040,27394,222.86,79.53,74.69,59.49,406,3074,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-23,23158024,0,23775.571,202576,0,124.714,339663.5,0,348.721,2971.224,0,1.829,1.06,NA,NA,14966,221.689,NA,NA,12271,181.769,NA,NA,NA,NA,NA,NA,NA,NA,150491264,53697199,50445247,40169728,42010,26232,222.92,79.54,74.72,59.5,389,2943,0.004,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-24,23268370,110346,15763.714,203643,1067,152.429,341281.97,1618.467,231.21,2986.874,15.65,2.236,1.05,NA,NA,15044,222.845,NA,NA,11851,175.547,NA,NA,NA,NA,NA,NA,NA,NA,150510870,53700196,50454742,40174494,19606,26151,222.95,79.55,74.74,59.51,387,2998,0.004,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,148178.1,9.38,19.01,2194.9404
"Europe","United Kingdom",2022-07-25,23268370,0,15763.714,203643,0,152.429,341281.97,0,231.21,2986.874,0,2.236,1.05,NA,NA,14981,221.911,NA,NA,11372,168.452,NA,NA,NA,NA,NA,NA,NA,NA,150538103,53703513,50465104,40181629,27233,27203,222.99,79.55,74.75,59.52,403,3241,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-26,23268370,0,15763.714,203643,0,152.429,341281.97,0,231.21,2986.874,0,2.236,1.05,NA,NA,14556,215.616,NA,NA,10800,159.979,NA,NA,NA,NA,NA,NA,NA,NA,150563993,53706796,50474343,40188637,25890,28240,223.03,79.56,74.77,59.53,418,3495,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-27,23268370,0,15763.714,203643,0,152.429,341281.97,0,231.21,2986.874,0,2.236,1.04,NA,NA,14262,211.261,NA,NA,10231,151.55,NA,NA,NA,NA,NA,NA,NA,NA,150590197,53710109,50483527,40196024,26204,28166,223.07,79.56,74.78,59.54,417,3605,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-28,23268370,0,15763.714,203643,0,152.429,341281.97,0,231.21,2986.874,0,2.236,1.04,NA,NA,13716,203.173,NA,NA,9816,145.403,NA,NA,NA,NA,NA,NA,NA,NA,150620996,53713469,50493242,40203179,30799,28826,223.11,79.56,74.79,59.55,427,3668,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-29,23268370,0,15763.714,203643,0,152.429,341281.97,0,231.21,2986.874,0,2.236,1.03,NA,NA,13366,197.989,NA,NA,9532,141.196,NA,NA,NA,NA,NA,NA,NA,NA,150645477,53716914,50502932,40209363,24481,28032,223.15,79.57,74.81,59.56,415,3653,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2022-07-30,23268370,0,15763.714,203643,0,152.429,341281.97,0,231.21,2986.874,0,2.236,1.03,NA,NA,12670,187.679,NA,NA,9273,137.36,NA,NA,NA,NA,NA,NA,NA,NA,150678502,53721640,50519176,40216465,33025,26748,223.2,79.58,74.83,59.57,396,3492,0.005,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
